question,answer
"A woman with mitral valve stenosis arrived for pre-pregnancy counseling. When and why is the maximum load on the valve expected?
A. Weeks 16-28 due to the increase in heart rate.
B. Week 29-36, due to increased pulmonary flow resistance.
C. Weeks 8-16 due to increased blood pressure and peripheral resistance.
D. Weeks 20-36 due to the increase in cardiac output.
",D
"Which of the following factors contributes to the condition of physiological hypercoagulability during pregnancy?
A. Increase in the number of platelets and their activity.
B. Increase in the free fraction of s protein.
C. An increase in the concentration of factors 11.
D. On the fibrinogen concentration.
",D
"What are the recommended tests during pregnancy after achieving pregnancy with preimplantation genetic testing (PGT) due to a balanced translocation to the father?
A. Prenatal ultrasound screening for detection of fetal anomalies.
B. Fetal echocardiography.
C. Cell-free DNA.
D. Amniocentesis.
",D
"What is the typical disorder of an android pelvis during childbirth?
A. Deep transverse arrest.
B. Cephalopelvic disproportion.
C. Arrest of dilatation.
D. Brow presentation.
",B
"Which of the following fetal malformations is most common in women with a high BMI?
A. Polycystic kidney.
B. Anorectal atresia.
C. Sacral agenesis.
D. Hypospadias.
",B
"What is the most common complication in subsequent pregnancies in a woman who has previously had a placenta accreta?
A. Uterine rupture.
B. Placenta accreta.
C. Placental abruption.
D. The uterine hypotonia during childbirth.
",B
"Persistent polyhydramnios in the third trimester is associated with an increased risk of which of the following?
A. Preeclampsia.
B. IUGR.
C. Cholestasis of pregnancy.
D. Amniotic Band Syndrome.
","A,B"
"As part of an prolonged pregnancy follow-up at week 40+ 7 days, a biophysical profile of 8/10 and AFI = 45 mm was observed. What is the fetal risk in this situation?
A. Contractures in the limbs.
B. Lung hypoplasia.
C. Meconium aspiration syndrome.
D. Sepsis.
",C
"A 32 year old, underwent a wide biopsy of the cervix. Histology revealed SQUAMOUS CELL CARCINOMA, with a penetration depth of 8 mm, with penetration into lymphatic vessels and blood vessels. On clinical examination, a tumor with a maximum diameter of 5 cm without evidence of parametrium or vaginal involvement. On imaging, there is no evidence ror ectopic tumor involvement. According to the STAGING from 2018, in which disease stage is the patient?
A. I-B-2.
B. I-B-3.
C. II-A-2.
D. III-C-1.
",D
"What is the indication for cesarean section in women with inflammatory bowel disease?
A. Combined biological treatment with Imuran during pregnancy.
B. Recurrent attacks during pregnancy.
C. Active perianal disease with involvement of the rectum in Crohn's patients.
D. Treatment with Rafassal started in the third trimester.
",C
"What does the passage of glucose through the placenta depend on?
A. GLUT1 1 channels (Glucose Transporter-1) channels which depend on sodium activity.
B. GLUT1 channels that depend on insulin activity.
C. GLUT1 channels that reach 50% saturation when the average sugar level is 90 mg/dL.
D. GLUT4 channels which are not affected by the state of maternal diabetes.
",C
"Which of the following is related to the development of fetal growth retardation?
A. Maternal treatment with steroids.
B. Fetal hypothyroidism.
C. Low levels of IGF2 (Insulin Growth Factor II) in the mother's blood.
D. Increased secretion of insulin by the fetus.
","A,C"
"What is the effect of practicing an emergency simulation of umbilical cord prolapse on a real outcome?
A. Improves the time from the moment of diagnosis until the delivery.
B. Improves the Apgar score of newborns.
C. Reduces the rate of NICU admissions.
D. Lowers the rate of hypoxic-ischemic encephalopathy.
",A
"Which of the following factors increases the risk of damage to the newborn's scalp after a vacuum birth?
A. Using a metal spoon.
B. The duration of the operation lasts about ten minutes.
C. Uniform traction along the axis of the birth canal.
D. One application of the spoon.
",A
"In which of the following clinical situations is it possible to wait 48 hours to complete steroid treatment before the delivery?
A. Week 36 with PET and blood pressure around 180/110 under medication.
B. Week 31 with HELLP without signs of fetal deprivation.
C. Week 29 with PET and a creatinine level of 2 mg/dL.
D. Week 29 with PET and pulmonary edema.
",B
"Which of the following complications is more common in cases of HELLP syndrome?
A. Pulmonary edema.
B. Acute renal failure.
C. Coagulation disorder type DIC.
D. Liver failure.
",C
"What is the relationship between the various factors in preeclampsia?
A. Increased sFlt level, low VEGF free level, low PLGF free level.
B. Increased sFlt level, high VEGF free level, low PLGF free level.
C. Low sFlt level, low VEGF free level, low PLGF free level.
D. Low sFlt level, high VEGF free level, low PLGF free level.
",A
"In which of the following situations may a vaginal delivery be allowed in a twin pregnancy?
A. A Leading twin in breech presentation weighing 2,200 grams, second twin in head presentation weighing 3,000 grams.
B. Lead twin in breech presentation weighing 3,000 grams, second twin in head presentation weighing 2,200 grams.
C. Lead twin in head presentation weighing 2,200 grams, second twin in breech presentation weighing 3,300 grams.
D. Lead twin in head presentation weighing 3,000 grams, second twin in breech presentation weighing 2,100 grams.
",D
"A BCBA twin pregnancy demonstrates a growing gap between the two fetuses (discordance). At week 30, the small fetus was found without a pulse (IUFD).
How should the pregnancy be managed?
A. Performing a brain MRI for the survived fetus to plan delivery at 34 weeks.
B. Continue routine growth monitoring for the fetus that survived and delivery at week 37.
C. Performing Doppler monitoring in the MCA for a fetus that survived and delivery at 34. weeks.
D. To recommend a delivery after completing the Celestone Chronodose course.
",B
"What condition is required for the laboratory definition of subclinical hypothyroidism?
A. TSH level of 12 mIU/L in the presence of FT4 in the normal range.
B. TSH level of 8 mIU/L in the presence of FT4 in the normal range.
C. A TSH level of 4.5 mIU/L in the presence of FT4 is below the normal range.
D. TSH level of 12 mIU/L in the presence of FT4 below the normal range.
",B
"24 years old woman in her first pregnancy, without pregnancy monitoring, presents during active labor. On her examination, cervical effacement is 80% and 5 cm open. Membranes are intact, vertex presentation. What should be done in the first step?
A. Ultrasound to demonstrate the head, neck, and fetal spinal cord.
B. Cesarean section.
C. Start Pitocin at a low dose.
D. Artificial rupture of membranes.
",A
"Which of the following decreases the chance of a successful external cephalic version?
A. Gestational age between 35-34 weeks.
B. Performance in the latent phase of birth.
C. Spinal anesthesia before the procedure.
D. Breech presentation.
",B
"A pregnant woman gave birth via vaginal delivery with significant postpartum bleeding due to atony, characterized by a drop in blood pressure.
She received a transfusion of 4 portions of blood. In a blood test: hemoglobin 8% grams creatinine 2.3 mg/dL. What is the first step in finding out the blood test results?
A. Urine collection for quantitative protein.
B. Fluid administration and creatinine monitoring.
C. Urine collection for potassium.
D. Administering diuretics.
",B
"What is the result of using oxytocin to induce labor in HIGH DOSE vs. LOW DOSE?
A. Increases the rate of cesarean sections.
B. Increases the rate of chorioamnionitis.
C. Increases the rate of uterine ruptures.
D. It shortens the duration of childbirth.
",D
"A woman preparing for her first birth at 41 weeks is  being induced using oxytocin for a duration of 26 hours. On examination: the cervix is open to 3 cm, 70% effacement, head in 1-S, amniotic fluid comes down clean. Fetus Monitoring is Normal. She has 4 contractions in 10 minutes. What should be done next?
A. Cesarean section.
B. Change the bag of oxytocin.
C. Take a break (window) in giving oxytocin.
D. Internal monitoring Calculation of contraction in Montevideo units.
",A
"A woman about to give birth for the first time at 41 weeks is  being induced At a cervical opening of 3 cm, a Rupture of the amniotic membranes was done.
What is expected of the birth process as a result of this action?
A. Shortening the duration of childbirth by an average of two hours.
B. Increasing the probability of cesarean section.
C. Increasing the probability of an instrumental birth.
D. Increasing the probability of neonatal infection.
",A
"A woman in her second pregnancy, at 28 weeks, is admitted with amniotic fluid leaking.
On examination, oral temperature of ֻ38 C, maternal heart rate of 120 beats per minute, sensitivity to palpation above the uterus is noted, and fetal tachycardia on monitoring is 180 beats per minute. What should be done next after antibiotic coverage?
A. Amniocentesis.
B. Administering tocolytics.
C. Administration of steroids and a delivery after 48 hours.
D. Delivery.
",D
"A woman at 35 weeks of pregnancy is hospitalized due to a fever of 39 degrees, weakness, and complaints of upper respiratory infection. The woman was vaccinated against the flu at week 30. Influenza A virus was detected on nose culture. How should it be treated?
A. Start treatment with oseltamivir.
B. Give a booster of the vaccine with nasal drops.
C. Immediate delivery.
D. Azenil treatment.
",A
"A 40 year old, during her first pregnancy, is admitted at 30 weeks due to shortness of breath.
In the examination, blood pressure was 130/80, pulse 100, and saturation was 92% in room air. Limbs without signs suspicious of DVT. What is the next step?
A. Chest X-ray.
B. ECG.
C. V/Q Scan.
D. Doppler leg veins.
",A
"What is the unique contribution to the transfusion of various blood products?
A. FRESH-FROZEN PLASMA contains fibrinogen and coagulation factors V, XI, XII.
B. CRYOPRECIPITATE contains the von Willebrand factor and factor VII.
C. One dose of PACKED RED BLOOD CELLS increases the hematocrit by 1%.
D. One dose of PLATELET CONCENTRATES raises the level of platelets by 20,000.
",A
"Which women are most likely to have a vaginal delivery after cesarean section?
(VBAC).
A. A woman who gave birth in a previous vaginal birth.
B. A woman who had a cesarean section due to ""lack of progress"".
C. The birth that ended in a cesarean section began spontaneously.
D. BMI of 35.
",A
"Which of the following is a risk factor for uterine rupture during an attempted vaginal delivery after a cesarean section (TOLAC).
A. Rupture of membrane over 18 hours.
B. Closing the uterine wall in two layers in the previous surgery.
C. A gap of two years between the surgery and the birth attempt.
D. Induction of labor.
",D
"In which of the following malformations is there in an added value for a fetal MRI test?
A. Complete lack of the CEREBELLAR VERMIS.
B. CPAM.
C. VSD.
D. SACROCOCCYGEAL TERATOMA.
","A,D"
"A woman has a history of one miscarriage in the first trimester and another ׳´chemical׳´ pregnancy underwent an investigation, and as part of it, a TSH level was found at the upper limit of the norm. What is the next step in case management?
A. Testing for the presence of anti-thyroid antibodies.
B. Thyroid hormone replacement therapy.
C. Repeat the test and with a similar result follow-up only.
D. Antithyroid drug treatment.
","C,A"
"A 34-year-old applies for pre-pregnancy counseling. She has a history of portal hypertension. About a year ago, there was significant bleeding from varicose veins in the esophagus, and she underwent Emergency endoscopic ligation. A blood pressure of 130/80 was measured at the visit. What is the recommendation in case of pregnancy?
A. Gastro-esophageal endoscopy in the first trimester.
B. Start treatment with beta-blockers.
C. Prophylactic ligation of the splenic artery in the second trimester.
D. Treatment with LMWH in a prophylactic dose starting from the second trimester.
",B
"A woman is 28 years old and 20 weeks into her first pregnancy. Her background includes pre-gestational diabetes type 1. She came to the ER with abdominal pain, vomiting, and confusion. Blood glucose level was 250 mg/dl, and her Potassium level was 3.8 mEq/L, PH 6.95.
Which of the following is part of the treatment for this woman?
A. Administration of hypertonic saline.
B. Administration of intramuscular insulin immediately.
C. Administration of bicarbonate.
D. Giving calcium.
",C
"A pregnant woman in the 8th week of pregnancy, has chronic hypertension controlled with Enalapril (from the ACE INHIBITORS family). The treatment is Changed to LABETALOL.
What is the recommendation for pregnancy monitoring?
A. Amniocentesis.
B. Fetal echocardiography.
C. Continue pregnancy monitoring as usual.
D. Targeted screening of the fetal kidneys.
",C
"In the blood tests of a 41-year-old pregnant woman, G1P0, after prolonged infertility, the blood type is A minus. Positive anti-D antibodies in a titer of 1:4 are revealed in week 10. In week 24, the titer is 1:32. The partner is unavailable for testing.
A free fetal DNA test in the mother's blood shows that the fetus is RhD-negative and the sex is female. What is the next step in the pregnancy follow-up?
A. Repeating the fetal-free DNA test in the mother's blood.
B. Villous chorionic sampling biopsy.
C. Fetal blood sampling at week 32.
D. Ultrasound examination - Doppler PSV_ MCA every two weeks.
",D
"Which of the organs of the fetus has the ability to self-regulate blood flow autoregulation?
A. Gallbladder.
B. Stomach.
C. Cerebellum.
D. Myocardium.
",D
"A 28 year old G2 P1 LC0 at 30 is diagnosed at weeks with severe fetal growth retardation (below the 1st percentile for Pregnancy age). She underwent tests, and no genetic etiology or infection was found. In the assessment of the fetus and considerations for the timing of the delivery, what is the finding with the highest risk of acidemia and intrauterine fetal death?
A. DV Doppler index elevation below 2SD.
B. Category II fetal heart rate tracing.
C. Absent end diastolic flow in the umbilical artery.
D. Category III fetal heart tracing and oligohydramnios.
",D
