question,answer
"A 30-year-old man, after a respiratory infection, has been suffering from pain in the joints of the fingers and a palpable purpuric rash for about a week on the calves and abdomen. What test will indicate the severity of his illness?
A. Serum immunoglobulins test.
B. Periodic urine and kidney function test.
C. Periodic hemoglobin and fecal occult blood tests.
D. Skin biopsy.
",B
"What is the recommended dose of Albuterol (Salbutamol) for the treatment of hyperkalemia?
A. 2.5 mg.
B. 5 mg.
C. 10 mg.
D. 25 mg.
",C
"A 77 years old man with heart failure (EF 30%), was treated with beta-blockers. He was admitted due to shortness of breath and an aggravation in peripheral edema. On examination: blood pressure 85/50 mmHg and heart rate 90 per minute. Intravenous Furosemide treatment did not improve his respiratory condition. What is the possible treatment?
A. Noradrenaline.
B. Dobutamine.
C. Levosimendan.
D. Dopamine.
",B
"A 65 year old, was diagnosed about 5 years ago as suffering from 4 cm long Barrett's Esophagus after an endoscopy.
In a recent biopsy, more than one focus of high-grade dysplasia was found.
What is the best management?
A. Endoscopic follow-up and repeat biopsies every year.
B. Complete resection of the esophagus.
C. Radiofrequency Ablation.
D. Proton Pump Inhibitor treatment only.
",C
"A 30 year old  presents with pain in the buttock that worsens at night and wakes him up from sleep. In the morning, his back is stiff for about an hour, when exercising, 
there is considerable relief. Which test would be most likely to be diagnostic?
A. HLA B27
B. Bone scans.
C. CT of the lumbar spine.
D. MRI targeting the Sacroiliac joints.
",D
"A 66-year-old suffers from arthritis, ischemic heart disease, hypertension, and heart failure. He underwent a puncture of Pleural fluid that appeared in the last few days, mainly on the right. The liquid is straw-colored. Due to an error, the liquid is only tested for protein (0.45 from the serum) and LDH (0.65 from the blood and 0.6 from the accepted upper value of LDH). What is true about this patient? 
A. If the protein gradient is greater than 31 L/g, it is a transudate. 
B. There is a greater than 95% chance that it is an exudate. 
C. This is a transudate, possibly secondary to the patient's arthritis. 
D. A glucose level in the pleural fluid above 60 dL/mg indicates a transudate. 

",A
"What should be added to the drug regimen of an 82-year-old woman with HFrEF (25% ejection fraction), who suffers from anasarca that is resistant to high doses of furosemide in the presence of normal renal function and the following lab results?
PH: 7.48, Glucose 120 mg/dL, pCO2 67 mmHg, Na 141 mEq/L, HCO3 46, mEq/L, K 5.3 mEq/L, Lactate ג€“ normal levels, Cl 89 mEq/L, Albumin 3.8 gr/dL.
A. Amiloride.
B. Disothiazide.
C. Aldospirone.
D. Acetazolamide.
",D
"In what situation can a fourth heart sound be heard?
A. Mitral stenosis.
B. Tricuspid stenosis.
C. Aortic stenosis.
D. Pulmonic stenosis.
",C
"What is recommended for a 35-year-old whose sister was diagnosed with colon cancer at the age of 50?
A. Fecal occult blood test.
B. DNA test in feces.
C. Colonoscopy now.
D. Colonoscopy at age 40.
",D
"Which drug is not suitable for the treatment of a patient suffering from inflammatory bowel disease with sacroiliitis And uveitis?
A. Infliximab.
B. Certolizumab.
C. Etanercept.
D. Adalimumab.
",C
"An 18-year-old came to the hospital because of weakness. In the laboratory, she is found to have metabolic alkalosis, and it is suspected that she is suffering from an eating disorder and is vomiting proactively after every meal. What could you find in urinalysis
that will help make a diagnosis?
A. Ph acidosis, potassium high.
B. Ph acidosis, potassium low.
C. Ph alkalosis, potassium low.
D. Ph alkalosis, potassium high.
",D
"A 50-year-old woman is being treated with peritoneal dialysis. She was admitted due to abdominal pain without fever. What constitutes a diagnosis of Peritonitis in this patient?
A. The presence of a large amount of free fluid in the stomach.
B. Neutrophil count / 60 ml in the ascites fluid.
C. Glucose concentration 300 mg in the ascites fluid.
D. Evidence of purulent discharge from the catheter entry area.
",B
"An 84 year old is known to suffer from chronic lymphocytic leukemia (CLL) In stage II of the disease, according to Rai Staging. She is Hospitalized due to syncope and in the blood count hemoglobin is 8 g/dL, lymphocytes 100,000  per cubic meter, platelets 300,000 per cubic meter, and reticulocytes 150,000 per cubic meter. What can be said about her condition?
A. This is about the progression of her disease to stage III.
B. It is probably IgM and complements antibody-mediated hemolysis.
C. Pure red cell aplasia in.
D. It is probably IgG antibody-mediated hemolysis.
",D
"A 63-year-old woman with metastatic breast cancer is admitted after deteriorating consciousness. On inspection, the impression is of poor condition, very elevated JVP, and low blood pressure. What is expected to be found in this patient?
A. Left ventricular hypertrophy.
B. Slow atrial fibrillation.
C. Diastolic IV sound.
D. Pulsus alternans.
",D
"A 25-year-old with recently diagnosed celiac disease, asks about co-morbidities that can appear.
What disease may accompany  Celiac disease?
A. Atopic Dermatitis.
B. Diabetes mellitus type 1.
C. Acute Leukemia.
D. Acute pancreatitis.
",B
"A 60-year-old man has been suffering from lower back pain for several years and edema in his legs. He presents due to Advanced kidney failure (creatinine 3 mg/dL).
 US shows bilateral hydronephrosis and CT also shows peri-aortitis. What is the initial treatment for the patient?
A. Methotrexate.
B. Corticosteroids.
C. Cyclophosphamide.
D. Anti-IL-6 antibody.
",B
"A 74 year old known to suffer from COPD, level GOLD III. About a year ago, he was in the emergency room due to a flare-up of his illness. For the past two days, he has reported worsening shortness of breath, increased coughing, and white sputum. He is hospitalized with the presumption of a flare up. What is the treatment for this patient? 
A. Prednisone (40 mg daily for 5-14 days) and antibiotics. 
B. Prednisone (40 mg daily and decrease over 3-6 weeks) and antibiotics. 
C. Prednisone, (40 mg daily for a week) without antibiotics. 
D. Oxygen in a concentration that will maintain a saturation of at least 95%. 
",A
"A 30-year-old man was admitted with weakness, headache, abdominal pain, and frequent urination last week, with no fever,
and his blood pressure is 110/80. In blood - potassium is 6.1, sodium 158, and in urine: 800 Osmolality. What explains the findings?
A. Nephrogenic diabetes insipidus.
B. Central diabetes insipidus.
C. Addison's crisis.
D. Type I diabetes mellitus.
",D
"A 40-year-old, who is usually healthy, was referred to the hospital due to platelet values of 600,000/mm3 and a headache. On physical examination there were no neurological deficits. CT with and without contrast material demonstrated a cerebral infarction. During The hospitalization was diagnosed as having primary thrombocytosis (ET). What is the treatment?
A. Platelet pheresis.
B. Apixaban.
C. Aspirin.
D. Hydroxyurea + Aspirin.
","C,D"
"A 40-year-old woman suffers from repeated episodes of pain attributed to a peptic ulcer and diarrhea. Gastrin level 300 picogram/ml (normal up to 150 picogram/ml). An adenoma was recently found in the parathyroid. Her sister has pituitary adenoma. What is the treatment of choice for her condition?
A. Surgical resection of an adenoma.
B. Somatostatin analog treatment.
C. High-dose PPI therapy.
D. Gastrectomy.
",C
"A 35-year-old woman suffers from FMF, which manifests itself in repeated attacks of arthritis, abdominal pain, and an Erysipelas rash. She is treated with Colchicine 2 mg per day. Despite the treatment, she is symptomatic and the attacks
recur. What is the recommended treatment for this patient?
A. Low-dose daily prednisone.
B. Rituximab every 6 months.
C. Canakinumab once a month.
D. Tocilizumab once a month.
",C
"A 35 year old with no history of lung disease, has been suffering from fever and shortness of breath for about a week. In a chest x-ray, scattered filtrates and significant distortion are noted. He was treated with an antibiotic without improvement after 3 days. In BAL
51% macrophages, 22% neutrophils, and 27% eosinophils were found. What is the most likely diagnosis?
A. Acute Eosinophilic Pneumonia.
B. Cryptogenic Organizing Pneumonia.
C. Acute Hypersensitivity Pneumonitis.
D. Eosinophilic Granulomatosis with Polyangiitis (EGPA).
",A
"What is the treatment for a patient with polyuria and hypernatremia secondary to chronic lithium treatment?
IV DDAVP .a.
B. Furosemide.
C. Thiazide.
D. Acetazolamide.
",C
"64 years old woman, with a history of GERD, diabetes, and excess fat, treated with antacids, metformin, and simvastatin. For the last 3 days, she has been treated with ciprofloxacin due to a urinary tract infection according to the sensitivity of the bacteria, but without benefit.
What is the most likely reason for the lack of benefit in her condition?
A. Differences in bacterial resistance between in vitro and in vivo.
B. Ciprofloxacin blood concentrations are low due to malabsorption.
C. Ciprofloxacin concentrations in the urinary system are low due to diabetes.
D. Rapid clearance of Ciprofloxacin due to CYP 206 activation.",B
"A 68-year-old man is admitted to the hospital for an investigation of progressively worsening shortness of breath. In ECO there is a pressure drop according to
the tricuspid gradient of 55 and severe-moderate MR . His history is noteworthy of  COPD with FEV1 of 60% of the expected and moderate sleep apnea which is not treated. A mean PAP of 44 and a Pulmonary Capillary Wedge pressure of  19 mmHg were found  during right heart catheterization. What can be concluded about The main cause of pulmonary hypertension?
A. This is pulmonary precapillary blood pressure that is consistent with his lung disease.
B. This pulmonary blood pressure corresponds to group I - idiopathic primary hypertension.
C. This is postcapillary pulmonary hypertension that corresponds to his lung disease.
D. This is postcapillary pulmonary hypertension consistent with his heart disease.
",D
"What is the most likely cause of the following laboratory results in a 55-year-old man?
Serum: Osmolality - 265 mOsm/KgH, Na - 115 mEq/L.
Urine: Osmolality  80 mOsm/KgH, Na  15 mEq/L.
A. Nephrogenic DI.
B. SIADH.
C. Beer potomania.
D. Diuretics.
",C
"What is true about follicular lymphoma?
A. Follicular lymphoma is the most common lymphoma.
B. Remission can be achieved in most patients and most of them have a complete cure of the disease.
C. Most patients will have a translocation (14:18) and increased expression of bcl2.
D. The rate of transformation to DLBCL lymphoma is about 10% per year.
",C
"A 78 year old with atrial fibrillation had a pacemaker implanted following a pause in the transition from atrial fibrillation to sinus rhythm. She was admitted to the hospital due to new heart failure. What would indicate that this is a problem with the pacemaker? 
A. Regular heart rate. 
B. Maximum systolic murmur in the intercostal space on the right. 
C. Pulsations are prominent when looking at the jugular vein. 
D. Irregular heart rate. 

",C
"To which condition/disease can the lung functions (all in values greater than expected) be found as:
FVC 85% DLCO, 99% FRC, 75% TLC, 59% FEV1, 63%.
A. Myasthenia Gravis.
B. Morbid Obesity.
C. Pulmonary Fibrosis.
D. COPD + Emphysema.
",A
"A 26 year old with type 1 diabetes for 4 years is hospitalized for DKA. She is treated with fluids and insulin
intravenously at a rate of 2 units per hour. In the last few hours, she began complaining of weakness and paraesthesia at her fingers ends. In the laboratory L/U 700 CPK (norm up to L/U 170). What is the possible explanation for her condition?
A. Hyperkalemia.
B. Hypophosphatemia.
C. Hypercalcemia.
D. Hypermagnesemia.
",B
"How are drug doses adjusted according to creatinine clearance (CrCl) in patients with Chronic kidney failure? 
A. Doses of drugs whose 40% clearance is hepatic, should not be adjusted.
 B. Loading doses of most drugs for intravenous administration should not be adjusted. 
C. The dose of any antibiotic currently in use must be adjusted. 
D. Maintenance doses of most orally administered drugs should not be adjusted. 
",B
"Which condition is associated with venous and arterial thrombotic events?
A. Factor V Leiden .
B. Polycythemia Vera.
C. Elevated Factor VIII.
D. Prothrombin G20210A .
",B
"In a routine physical examination of a 74-year-old woman, a significant, but non-tender enlargement of a gland was found the shutter The gland is freckled with an uneven texture with bilateral knots, and the largest one on the right side is approx.
2 cm. The patient denies difficulty breathing or swallowing and states that the findings in the examination have been present for many  years.In the laboratory: mL/miU 0.3 TSH (the normal range mL/miU 0.34-4.25). What is the next step?
A. US neck to characterize the contextuality.
B. Neck-chest CT with contrast material.
C. Technetium mapping of the thyroid gland.
D. FNA for the large nodule under US guidance.
",C
"Which of the following immunological effects of the following drugs is true? 
A. Daratumumab is an antibody against CD30. 
B. Nivolumab works against -PD1. 
C. Brentuximab is an antibody against CD20. 
D. Ipilimumab works against -PD1. 

",B
